,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
2400,0,0,1,9,1,1,0,0,1,93.0
3862,0,1,1,70,0,0,2,0,2,25.4
3616,1,1,0,69,1,0,1,0,0,87.3
175,0,1,0,34,0,0,0,0,2,24.7
3906,0,1,0,1,0,0,0,0,2,78.8
4846,0,0,0,7,0,0,0,0,1,69.15
255,0,1,1,67,0,1,2,1,2,59.55
2844,1,1,0,4,1,0,0,1,2,99.6
7021,0,0,0,12,0,1,1,1,2,59.8
2821,1,1,0,1,0,0,0,1,2,74.4
6880,0,1,1,72,0,0,2,0,1,25.2
414,1,1,0,48,0,0,0,1,1,70.65
2276,1,1,0,44,0,1,0,0,2,104.15
5894,0,0,0,45,0,0,0,1,0,100.85
5612,0,0,0,45,1,1,1,1,0,62.55
6773,1,1,0,37,0,0,0,1,2,92.5
4016,0,0,0,1,0,0,0,0,2,45.35
5116,0,0,0,1,0,0,0,0,2,70.4
2907,0,1,0,20,0,0,0,1,2,89.0
5709,0,0,0,12,0,0,1,0,2,19.3
2800,0,1,1,20,0,0,0,0,2,20.35
2825,0,0,0,15,0,0,0,1,2,26.35
1434,0,0,0,12,0,1,0,1,2,99.95
6278,0,1,0,70,0,1,2,1,1,104.3
5609,0,1,0,29,0,0,0,1,1,80.15
5433,0,0,0,55,1,0,1,1,2,100.9
2086,0,1,1,17,0,0,0,0,2,80.85
6274,0,0,0,57,0,0,1,1,2,86.9
7023,1,1,0,63,0,0,0,1,2,103.5
6585,0,1,1,43,0,0,1,0,2,20.0
758,0,0,1,15,0,0,0,1,1,85.9
5276,0,1,1,46,1,1,1,0,2,56.9
1313,0,1,0,47,0,1,0,1,2,109.55
6627,0,1,0,59,0,0,1,0,2,20.35
5982,0,0,0,15,0,0,1,0,2,19.8
2017,0,1,0,38,0,0,2,0,1,20.4
1551,0,0,0,22,0,0,2,0,2,25.25
6385,0,0,1,4,0,0,0,1,2,101.7
4551,0,1,1,56,0,1,0,1,0,96.95
2244,0,0,0,34,1,1,1,1,2,64.4
2059,0,1,1,37,0,0,0,1,2,92.95
645,1,1,0,20,0,0,0,1,2,94.55
3060,0,1,0,25,0,0,1,1,0,38.1
6746,0,1,1,4,0,1,0,0,2,56.5
5879,0,1,0,33,1,1,2,1,2,61.05
2955,0,0,0,7,0,0,0,1,2,93.85
3700,0,0,1,20,0,0,0,1,2,19.4
641,0,1,1,43,0,0,0,0,2,56.15
6845,1,0,0,1,0,0,0,1,2,45.85
1081,1,1,0,46,0,0,0,1,2,98.85
6083,1,1,1,64,0,0,2,1,1,24.4
2651,0,0,0,24,0,0,0,1,2,90.35
6111,0,0,0,40,0,0,0,0,1,83.85
3494,0,1,1,9,0,0,0,1,1,85.35
6642,0,0,0,25,1,1,0,1,2,79.0
3128,0,0,1,5,0,0,0,0,0,20.35
2885,1,0,0,67,1,1,2,1,0,116.1
3851,0,1,1,46,0,0,2,1,2,19.25
4618,1,0,0,4,0,0,0,1,2,94.75
2580,1,0,1,30,0,1,0,1,2,101.3
5834,0,1,0,65,1,0,0,1,2,105.05
3741,0,1,1,72,1,1,2,1,0,104.9
113,1,1,0,37,0,0,0,1,2,76.5
4473,1,1,0,26,0,0,0,1,1,98.1
4566,0,1,0,68,0,1,1,1,2,100.3
5310,0,1,0,43,1,1,0,0,1,66.25
5864,0,1,0,47,0,0,2,0,1,19.65
2904,0,0,0,25,0,0,0,0,2,70.95
3316,0,1,0,26,1,0,1,0,1,47.85
4378,0,1,0,67,0,0,1,1,1,20.85
633,0,0,0,10,0,0,1,0,2,20.35
5447,0,0,0,3,0,0,0,0,2,44.75
1914,0,0,0,3,0,1,0,0,2,64.6
3605,0,0,0,34,0,0,0,1,2,49.8
3843,1,1,0,1,0,0,0,0,2,70.85
2425,0,0,0,26,0,0,0,1,2,20.3
276,0,1,0,52,0,0,0,1,2,105.05
939,0,0,0,15,0,0,0,0,2,19.9
4911,1,1,0,72,1,1,2,1,0,84.8
3629,0,1,1,17,0,0,2,1,2,25.15
1532,0,0,0,14,0,0,0,0,0,19.6
6214,0,0,0,44,0,0,2,0,2,20.05
4899,0,0,1,4,0,0,0,0,1,84.05
1980,0,0,0,10,0,0,0,1,2,95.25
478,0,0,0,5,0,1,0,1,2,96.1
3606,0,1,0,70,0,0,1,1,2,101.75
1317,0,0,0,3,0,0,0,0,2,24.6
6638,0,0,0,57,0,0,2,0,2,20.75
2666,0,0,1,66,0,1,2,1,0,79.5
5398,0,0,0,2,0,0,0,0,2,19.75
3441,0,1,1,34,1,0,1,1,2,60.8
3425,0,1,1,28,0,0,1,1,1,70.4
5914,0,1,1,25,1,1,0,0,2,54.3
6112,1,1,1,66,0,0,1,1,2,104.9
5878,0,0,0,3,0,0,1,0,2,21.2
3104,1,0,0,9,0,0,0,1,2,74.05
1768,0,0,0,63,0,0,1,0,0,58.55
672,0,0,0,1,0,0,0,1,2,75.05
5781,0,0,0,27,0,1,0,1,2,89.2
6026,0,0,0,13,0,0,0,0,0,19.45
6232,0,0,0,5,0,0,0,1,2,100.5
2127,0,1,0,40,1,0,1,1,2,42.35
4056,0,0,0,3,0,0,0,1,2,50.6
1334,1,0,0,1,0,0,0,1,2,25.2
4883,1,0,0,8,0,0,0,1,2,29.4
6648,0,1,1,20,0,0,0,0,2,20.05
5493,1,1,0,6,0,0,0,1,2,84.35
158,0,1,1,16,1,0,2,0,2,64.25
2334,1,1,0,16,0,0,0,1,0,85.05
1491,0,0,0,1,0,0,0,0,2,19.55
1531,0,1,1,35,0,0,0,1,2,25.75
305,0,1,1,52,0,0,2,0,2,24.8
3346,1,0,0,2,0,0,0,1,2,84.05
4412,0,0,0,66,0,0,1,0,1,25.45
446,0,0,0,1,0,0,0,0,2,69.55
2004,0,0,0,24,0,0,0,1,2,89.85
2635,0,0,0,63,0,0,2,0,2,25.25
5028,0,0,0,72,1,1,2,1,2,109.9
4617,0,0,0,2,0,0,0,1,1,20.7
3656,1,1,0,49,0,0,2,0,2,49.8
3179,0,0,0,27,0,0,2,1,2,19.6
4841,0,0,0,24,1,0,0,1,2,94.6
6420,0,1,0,32,0,1,1,1,2,79.25
1711,0,1,0,71,0,0,2,1,0,24.4
163,0,0,0,53,0,1,2,1,1,73.9
5102,0,1,0,72,1,1,2,1,0,110.15
6802,0,0,0,20,1,0,0,1,1,89.1
3068,0,1,0,51,1,0,1,1,0,96.4
605,0,1,0,72,1,1,2,0,0,86.65
2410,0,1,0,43,0,0,0,0,2,80.45
2128,0,1,1,41,1,0,0,1,0,74.55
811,0,0,0,70,1,1,2,1,0,104.0
6017,0,0,0,5,0,1,0,0,2,56.15
5044,0,1,0,22,1,1,0,1,2,104.6
3648,0,1,1,51,0,0,1,1,2,90.15
6069,0,1,1,59,0,1,1,0,0,76.75
1176,0,0,0,6,0,1,0,1,0,109.9
3908,1,1,0,60,1,1,2,1,1,116.05
5719,0,1,1,24,0,0,2,1,2,19.7
3581,0,1,1,63,1,1,2,0,0,74.5
4025,0,0,0,4,0,0,0,1,1,74.8
1779,0,0,0,2,1,0,0,1,2,91.15
5671,0,1,0,61,0,0,2,0,1,25.3
4469,0,0,0,50,1,1,1,1,0,90.1
2468,0,1,0,4,0,0,0,1,2,48.55
6995,0,0,1,57,1,1,2,0,2,89.55
4739,0,0,0,11,1,0,0,1,1,79.0
3409,1,1,0,70,1,1,2,1,2,113.65
638,1,1,1,56,1,0,1,1,1,104.55
2200,0,0,0,19,0,0,1,0,2,58.2
4192,0,0,0,23,0,0,1,0,1,20.15
6357,0,1,0,65,1,0,1,0,2,89.75
6831,0,0,0,7,0,0,0,1,2,86.8
1045,0,1,1,43,0,0,0,1,1,99.3
6370,0,0,0,45,0,0,0,1,0,89.3
2313,0,1,1,43,0,1,1,1,0,104.3
2831,1,1,0,12,0,0,0,1,2,98.1
2294,0,0,0,12,0,0,0,1,2,106.7
3363,0,1,0,57,0,1,2,1,1,57.5
6695,0,1,1,71,1,1,2,0,2,71.1
2697,0,1,0,71,1,1,2,0,1,87.95
3652,1,0,0,1,0,0,0,0,2,25.25
1765,0,1,0,58,1,0,1,1,0,110.65
3669,0,0,0,44,1,0,0,1,2,111.5
560,0,1,0,56,0,1,1,1,2,107.25
2092,0,1,0,72,1,1,2,0,0,79.55
3500,0,1,0,58,0,0,1,1,2,94.3
6293,0,0,1,21,0,0,2,0,2,19.6
7025,0,0,0,18,0,1,0,1,1,95.05
4305,0,1,0,29,0,0,2,1,2,19.55
1450,0,1,1,8,0,0,0,1,2,19.35
5770,0,1,0,37,1,1,1,0,0,68.1
6369,1,0,0,67,1,1,2,1,2,105.05
3224,0,0,0,7,0,1,0,1,2,74.65
2638,0,0,0,52,0,1,1,1,1,105.0
1187,1,0,0,71,0,0,2,0,1,104.05
659,0,1,0,37,0,0,0,0,1,20.35
1326,0,1,1,43,1,1,1,1,1,51.25
4717,0,1,0,38,1,1,1,1,2,110.7
4759,0,0,0,1,0,0,0,1,2,78.95
3266,0,1,1,72,0,0,2,0,1,20.1
3132,0,0,0,1,0,1,0,1,2,74.3
4129,0,1,1,34,0,0,0,1,2,84.05
2084,0,0,1,1,0,0,0,0,1,69.75
2208,1,1,0,1,0,0,0,1,2,100.8
4407,0,0,1,8,0,0,0,0,2,20.35
3888,0,0,0,1,0,0,0,0,0,80.15
863,0,0,0,3,0,0,0,1,2,95.1
6680,0,0,1,48,0,1,2,1,2,95.5
1382,0,1,1,46,0,0,1,0,2,24.95
6395,0,1,1,41,0,1,1,1,2,102.6
3524,1,0,0,11,0,0,0,1,0,84.8
4185,0,0,0,1,0,0,0,0,2,20.7
2657,0,0,0,29,1,0,0,1,2,66.1
2432,1,1,0,50,0,0,1,0,2,25.2
6359,0,1,1,55,0,1,0,0,2,79.4
5422,0,1,1,68,1,1,2,0,0,62.65
1948,0,0,0,2,0,0,0,0,2,80.75
6631,0,1,0,25,0,0,0,0,0,55.55
4002,0,1,1,72,1,1,2,1,1,80.85
3820,1,1,0,72,1,1,0,1,0,112.9
1952,0,1,1,20,0,1,0,1,1,95.5
80,0,0,1,1,0,0,0,1,2,79.35
3175,1,1,0,17,0,0,0,0,1,81.5
2220,0,1,0,72,1,1,2,1,1,79.35
4607,0,0,1,1,0,1,0,1,2,59.55
6408,0,0,0,69,0,1,2,1,1,106.5
1278,0,1,1,36,1,1,1,0,0,60.7
3671,0,0,0,1,0,0,0,1,2,75.1
6847,0,1,1,18,0,0,0,0,2,55.95
4990,0,1,1,6,0,0,0,0,2,45.5
2624,0,1,1,17,0,1,0,1,2,66.7
2510,0,0,0,1,0,0,0,1,2,74.25
4616,0,1,0,21,0,0,0,0,1,54.6
3927,0,1,0,3,0,0,0,1,0,20.55
437,0,1,1,72,1,1,2,1,0,114.05
4587,0,1,0,26,0,1,0,0,0,85.9
4319,0,0,0,65,1,1,1,1,0,110.0
5272,0,0,0,6,0,0,0,1,2,90.1
621,0,0,0,62,1,0,1,1,2,92.05
2029,0,1,0,67,1,0,1,1,0,90.6
3311,0,0,0,48,1,0,0,1,2,44.8
6325,0,1,1,17,1,1,0,0,2,91.85
6313,0,0,0,2,0,0,0,1,2,95.85
3805,1,0,0,1,0,0,0,1,2,71.65
4463,0,0,0,1,0,0,0,1,2,69.85
2198,0,1,1,17,0,1,1,1,2,61.95
3757,0,0,0,42,0,1,2,0,0,66.5
5390,1,0,0,12,0,0,0,1,2,99.45
5099,0,0,1,11,0,0,0,0,0,20.1
5527,1,1,0,72,0,0,1,0,0,105.0
6937,0,0,0,28,0,1,0,1,2,35.75
6827,0,1,1,60,1,1,0,1,0,79.05
6004,0,1,1,67,1,0,1,0,1,84.8
3072,0,1,1,61,1,1,1,1,2,79.4
1072,0,0,0,22,0,1,2,0,1,56.75
4037,0,1,1,59,0,0,2,0,2,25.45
4978,0,0,0,1,0,0,0,1,2,44.1
3297,0,1,0,42,1,1,2,0,0,84.35
3010,1,0,1,38,1,0,0,1,2,80.45
4877,0,0,0,30,1,1,1,0,0,74.65
2278,1,0,0,7,1,0,0,1,2,48.2
5856,0,0,0,11,0,0,0,1,2,44.65
695,0,1,0,1,0,0,0,1,2,20.65
2782,0,1,1,38,1,1,2,1,1,85.4
4028,0,0,0,63,1,1,2,0,0,109.2
6068,0,0,1,12,0,0,0,1,2,44.55
5349,0,1,1,69,1,1,2,1,1,114.35
1010,0,0,0,3,1,0,0,1,2,50.15
4264,1,0,0,46,0,0,0,1,2,104.45
3199,0,0,0,68,0,0,2,0,1,25.5
3169,0,1,1,52,0,1,1,1,2,68.75
5213,1,1,0,17,0,0,0,1,2,92.55
259,1,1,0,29,1,0,0,1,2,45.0
2650,0,0,0,15,1,0,0,1,0,84.35
39,0,0,0,11,0,0,0,1,1,97.85
4600,0,1,1,56,1,1,2,0,2,115.85
1963,0,0,0,8,0,0,0,0,1,70.7
5312,0,0,0,1,0,1,0,0,2,51.25
4218,0,0,0,7,0,0,0,1,1,25.05
6153,0,1,1,60,0,0,2,1,1,20.95
777,0,0,0,2,0,0,0,1,2,82.0
2705,0,1,0,72,0,0,2,0,1,25.65
2608,0,1,1,7,1,1,0,1,2,34.5
1144,0,0,0,1,0,0,0,1,2,35.55
4840,1,0,0,43,1,0,0,1,0,33.45
5467,0,0,0,53,1,0,1,0,2,98.6
5787,0,0,0,36,0,1,0,1,2,87.55
1421,1,0,0,9,0,0,0,1,0,84.4
6862,1,0,0,4,0,0,0,1,2,88.85
5460,0,1,0,34,0,0,2,0,0,20.05
2439,0,1,1,17,0,0,1,0,1,19.9
2054,0,0,0,2,0,0,0,1,2,49.4
1266,1,0,0,4,1,0,0,1,2,80.25
3537,0,1,1,25,0,0,1,0,2,53.65
6888,0,1,1,3,0,0,0,1,2,80.7
166,0,0,0,4,0,0,0,1,1,70.9
6499,0,0,0,1,0,0,0,0,2,20.3
3336,0,1,1,55,0,0,2,0,2,20.3
2225,0,0,0,33,0,0,1,1,2,39.1
1567,0,1,0,10,0,0,0,1,0,67.8
6238,1,1,0,54,0,0,0,0,1,74.0
4957,0,0,0,13,0,0,0,1,2,20.4
3970,0,1,1,42,1,1,1,0,0,63.7
4272,0,1,0,56,0,0,2,1,0,25.15
6090,0,1,1,68,1,0,2,1,0,103.25
1721,0,0,0,9,1,0,0,1,0,74.25
3795,0,0,0,12,0,0,0,1,2,81.45
6528,0,1,1,70,0,0,2,0,0,20.35
3904,0,1,1,34,0,0,0,0,2,20.8
2305,0,1,1,34,0,0,0,1,1,97.7
4770,0,1,1,6,0,0,1,0,2,19.7
1258,0,0,0,47,0,0,2,0,2,20.15
6191,1,0,0,42,0,0,0,0,2,55.65
4651,0,0,0,15,1,0,0,0,2,86.2
6419,1,1,0,69,1,0,0,1,0,84.9
4345,0,1,1,69,0,0,1,1,0,20.55
858,0,1,0,66,1,1,1,0,2,89.0
1872,0,1,1,41,0,0,2,0,1,19.7
4782,0,0,0,5,0,0,0,0,2,78.75
2934,0,1,1,12,0,0,0,0,1,19.4
6574,1,0,0,9,0,0,0,1,2,90.1
5268,0,1,1,69,1,1,2,0,1,86.9
3732,0,1,1,23,1,1,2,1,1,77.15
3759,0,0,0,7,0,0,0,1,0,89.35
3063,0,0,0,37,0,0,0,1,2,100.05
6532,1,0,0,18,0,0,1,0,1,20.35
3468,0,1,1,1,0,0,0,0,2,19.7
1671,0,1,1,66,1,0,1,1,1,103.15
3620,1,1,0,33,0,1,0,1,2,50.0
1314,0,1,1,39,0,1,1,1,2,89.55
6059,0,0,0,39,1,1,1,1,1,40.3
5479,0,0,0,9,0,0,0,0,2,69.05
2861,0,0,0,1,0,0,0,1,2,81.95
1140,0,0,1,13,1,1,2,0,0,88.95
3357,0,0,1,1,0,0,0,0,2,59.2
3215,0,1,0,41,0,0,0,1,2,80.25
1222,0,1,1,64,1,1,2,0,2,69.25
6615,0,0,1,9,0,0,0,1,2,50.1
4885,1,1,0,72,0,1,2,1,1,111.65
2671,0,0,0,63,0,1,0,0,2,105.4
610,0,1,1,9,0,0,0,1,2,29.95
1248,0,0,0,11,0,1,0,0,2,90.15
779,0,0,0,2,0,0,0,0,2,45.35
2610,0,0,1,39,0,0,0,0,0,30.1
116,0,0,0,36,1,0,2,0,1,31.05
5155,0,0,0,30,0,1,1,1,1,94.4
2973,0,1,1,62,0,0,0,1,2,100.15
2120,0,1,1,55,0,0,2,0,2,21.0
5048,1,1,0,54,0,1,1,1,2,99.1
5486,0,0,0,54,1,1,2,0,1,87.1
5772,0,1,1,69,0,1,2,1,1,81.95
5631,0,1,0,3,0,0,0,0,2,25.0
6461,0,1,0,49,0,0,0,1,0,85.3
1702,0,1,0,21,1,0,0,1,1,104.4
6506,0,0,0,13,0,0,0,1,2,84.6
4363,0,1,0,56,0,0,0,1,1,85.6
556,0,0,0,1,0,0,0,0,1,19.9
4116,0,1,1,20,0,0,1,0,1,19.7
6953,1,0,0,13,0,0,0,1,2,82.0
2259,0,0,0,8,0,0,2,0,2,20.85
1515,0,0,0,41,0,1,1,1,2,68.6
3991,0,0,0,4,0,1,0,1,2,93.5
2921,0,0,0,9,0,0,0,1,2,95.5
4222,0,0,0,45,1,1,1,0,0,112.2
7013,0,0,0,40,0,0,0,1,1,93.4
630,1,1,1,43,0,1,0,1,1,110.75
1180,0,0,0,39,0,1,2,1,1,49.8
5418,1,0,0,18,0,0,0,1,0,80.55
1012,0,0,0,9,0,1,0,1,1,95.9
2502,0,0,0,70,0,0,1,0,0,26.05
5171,0,1,0,12,0,0,0,0,1,45.9
2864,0,0,0,4,0,1,0,1,1,63.75
2275,0,1,1,1,0,0,0,1,2,74.5
5780,0,1,1,53,0,0,1,0,0,20.2
3711,0,1,1,55,1,1,1,1,1,75.75
6182,0,1,1,72,1,1,2,0,0,88.7
6550,0,1,0,21,0,1,0,1,2,106.1
5241,0,0,0,55,0,1,1,1,2,64.2
6430,0,1,1,16,0,0,0,0,2,19.35
384,0,0,0,48,0,0,2,1,1,108.1
2481,1,1,0,61,0,0,2,0,1,25.0
6760,0,0,1,4,1,0,0,1,2,49.4
5193,0,1,0,72,0,0,2,0,0,26.45
3240,0,1,0,54,1,0,1,0,1,106.55
1069,1,0,0,20,1,1,1,0,2,54.0
5989,1,1,0,3,0,0,0,1,2,94.6
3098,1,1,0,30,0,0,0,1,2,79.65
2366,1,0,0,1,0,0,0,1,2,70.15
3695,0,1,1,32,0,0,0,1,2,98.85
4906,0,1,1,72,1,0,2,1,1,95.9
6861,0,1,1,14,0,1,0,1,2,91.65
2057,0,1,0,22,1,1,0,1,2,79.2
5789,0,0,0,25,0,0,2,0,0,19.8
3432,0,1,0,70,1,1,2,1,0,94.8
5344,0,0,1,71,1,1,2,1,0,76.9
1576,1,1,0,68,0,1,1,1,1,60.65
1582,0,1,1,56,1,0,1,0,1,65.2
3575,0,0,0,59,0,1,0,1,2,51.7
6927,0,1,1,5,1,1,0,0,0,64.4
636,0,0,0,31,0,1,2,0,1,99.45
231,0,0,0,50,1,1,0,1,0,93.5
6181,0,1,1,61,0,0,1,1,2,99.9
6609,0,0,0,1,0,0,0,1,2,20.1
3720,0,0,0,42,1,0,0,0,0,54.55
6794,0,0,0,43,0,0,2,0,2,19.55
6841,0,0,0,5,1,1,0,1,2,55.75
4279,0,1,1,25,0,0,0,1,1,25.4
3956,0,1,0,6,0,0,0,1,2,105.3
4433,0,0,0,4,0,0,0,1,2,75.65
2377,0,0,1,47,1,0,0,1,2,55.3
2360,0,1,1,62,0,0,2,0,0,20.05
4919,0,1,0,70,1,1,2,1,0,39.15
5133,1,1,0,24,0,0,0,1,2,104.25
5127,0,0,0,67,1,1,1,1,1,118.35
2905,0,1,0,21,0,1,1,0,2,79.2
3689,1,0,0,1,0,0,0,1,2,71.15
303,0,1,1,68,0,1,2,0,0,60.3
6389,0,1,1,58,0,0,2,0,0,19.55
81,0,1,1,11,1,0,0,0,2,50.55
1170,0,1,1,72,1,1,2,1,2,114.0
2296,1,0,0,1,0,0,0,0,2,45.2
5409,1,0,0,26,0,0,0,1,2,89.15
2974,0,0,0,28,1,0,0,1,0,94.5
6101,1,0,0,69,1,1,2,0,0,110.25
2237,0,1,1,27,0,0,1,1,0,45.85
627,1,1,0,66,0,0,1,0,0,104.6
1514,0,0,1,63,0,0,2,0,0,19.5
2143,1,1,0,30,0,0,2,0,2,74.85
5604,0,0,0,17,0,0,0,1,2,70.8
4516,0,1,1,72,1,1,2,1,1,87.55
1158,0,1,0,60,1,0,0,1,0,94.1
1857,0,1,0,65,1,1,2,0,0,58.9
6545,0,0,0,9,1,0,0,1,2,74.65
887,1,0,0,27,1,0,1,1,1,110.5
1685,1,1,0,27,0,0,0,1,2,70.55
285,0,0,0,22,0,0,1,1,0,76.0
1031,0,1,1,27,0,1,0,0,1,71.6
3091,0,1,0,4,0,0,1,0,1,20.5
6712,0,1,1,28,0,0,0,0,2,85.45
6064,0,0,0,1,0,0,0,1,2,45.3
6102,0,1,0,64,1,1,2,1,0,85.0
2122,0,0,0,12,0,1,1,1,2,75.85
204,0,0,0,44,0,0,0,0,0,68.85
6685,0,1,0,45,0,0,0,1,0,50.25
3609,0,0,0,61,0,0,1,1,2,103.95
5265,0,0,0,66,0,0,1,1,1,88.9
5042,0,1,1,19,0,0,1,0,2,19.8
629,1,1,0,49,0,0,0,0,0,90.05
4074,1,1,0,58,0,0,0,1,2,98.7
398,1,0,0,33,0,1,0,1,2,54.6
1477,0,1,1,61,1,0,1,1,2,106.0
5366,0,1,1,66,1,0,2,1,2,59.75
6318,0,0,1,12,0,0,0,0,0,21.05
2293,0,1,0,72,0,1,2,0,1,85.95
5963,0,1,1,22,0,1,1,1,2,78.65
5727,0,1,1,70,0,1,2,1,2,110.2
1106,0,0,0,63,0,0,2,0,1,97.45
3913,0,1,0,72,0,0,2,0,0,24.8
6967,1,0,0,25,0,0,0,1,2,89.5
1336,0,1,0,15,0,0,0,0,1,75.35
5999,0,0,0,35,1,1,2,1,2,108.95
5397,0,0,0,6,0,0,0,1,2,84.85
5086,0,0,0,45,0,0,1,1,2,20.4
6130,0,0,0,58,1,1,2,1,0,64.9
6073,0,1,1,64,0,0,1,0,2,24.9
4542,1,1,0,32,0,0,0,0,2,79.3
1056,0,0,0,5,0,0,0,1,2,80.0
1405,0,0,0,1,0,0,0,0,2,76.0
623,0,0,0,20,0,0,2,0,2,19.7
1206,0,0,0,3,0,0,0,1,2,70.15
2870,0,1,0,57,0,1,2,0,2,107.95
236,0,0,0,10,0,1,2,1,2,29.6
358,1,1,0,27,1,0,0,0,0,30.75
1440,0,1,1,8,0,0,1,0,0,19.9
5897,0,1,1,71,0,0,2,0,0,23.9
5865,0,1,0,3,0,0,0,0,2,20.85
40,0,1,1,10,0,0,1,0,2,49.55
112,0,0,0,43,0,0,0,1,2,91.65
1775,1,0,0,65,1,1,2,1,2,109.05
3075,0,1,0,71,0,0,1,1,1,105.7
503,0,1,1,52,1,1,0,1,1,84.05
5977,0,0,0,57,0,0,2,0,1,20.65
5983,0,0,0,22,0,0,0,1,2,50.35
3766,1,0,0,1,1,0,0,1,2,55.8
1259,1,0,0,46,0,0,1,0,0,95.25
3864,0,0,0,30,0,0,0,1,2,100.2
6176,0,0,0,43,0,0,0,1,2,77.85
6977,0,0,0,24,0,0,0,1,2,49.7
150,0,1,1,8,0,1,0,1,2,68.55
3578,0,0,0,40,1,0,0,0,2,65.1
5973,0,0,0,64,0,0,2,1,1,104.4
1804,0,1,1,34,0,0,0,0,2,20.65
1079,0,1,1,3,0,0,0,1,2,69.55
5260,0,0,0,33,1,0,0,1,2,90.65
3996,0,0,0,24,0,0,2,0,2,20.75
5877,0,0,0,53,1,0,1,1,0,106.95
5585,0,0,0,1,0,0,0,1,2,19.3
4733,0,1,0,12,1,0,0,1,2,84.6
5892,0,0,0,10,1,0,0,1,2,51.65
3421,0,1,0,72,1,1,2,1,1,97.0
3344,0,0,0,10,0,0,0,1,2,74.15
5564,0,0,0,35,1,0,2,0,2,55.25
5922,0,1,1,72,1,0,2,0,1,105.25
222,0,1,1,1,0,0,1,1,2,20.2
314,0,0,0,5,0,0,0,1,2,80.6
740,0,0,0,47,1,1,2,1,2,65.0
736,0,0,0,30,0,1,1,0,0,110.45
1013,0,0,0,1,0,0,0,0,2,49.5
3466,0,1,1,72,0,0,2,1,0,25.1
1272,0,1,1,5,0,0,0,0,2,19.45
3910,0,0,0,47,0,0,0,1,2,106.4
954,0,0,0,22,0,0,0,1,2,95.1
5182,0,0,0,12,0,0,1,0,0,24.95
6660,0,1,0,1,0,0,0,1,2,69.15
767,0,0,0,14,0,0,1,0,1,20.4
3808,0,1,1,3,0,0,0,0,2,19.3
6362,0,0,0,2,0,0,0,1,2,74.9
2477,0,0,0,3,1,0,0,1,2,86.05
3983,0,0,0,1,0,0,0,1,2,24.25
3065,0,0,0,1,0,0,0,1,2,45.8
1535,1,1,0,7,1,1,0,0,2,64.2
924,1,0,0,22,1,0,0,0,2,81.7
617,1,0,0,66,0,1,1,1,0,102.85
5215,0,1,0,8,0,0,0,0,1,20.15
1432,0,0,0,35,0,0,0,0,1,20.75
6592,0,0,0,26,0,1,1,0,0,59.45
985,1,1,0,33,0,0,0,1,1,80.6
2587,0,0,1,27,0,0,1,0,0,20.05
321,0,1,1,72,0,1,2,1,2,60.0
5197,0,1,0,72,0,1,2,1,2,110.15
3564,0,0,0,63,0,0,1,0,0,90.45
4751,0,0,0,11,0,0,0,0,0,23.15
4970,0,0,0,7,0,0,1,1,0,24.35
103,1,1,0,66,0,0,1,0,1,45.55
6971,1,1,0,18,0,1,0,0,1,99.75
4334,0,0,0,11,1,0,0,0,2,76.4
2964,0,1,0,24,1,1,1,1,2,58.35
1890,0,1,1,1,0,0,0,1,2,21.0
5375,0,0,0,1,0,1,0,1,2,50.8
77,0,1,1,8,1,0,0,0,2,54.65
689,0,0,0,51,0,0,0,0,1,83.4
3831,1,1,0,25,1,0,1,1,2,89.05
457,0,1,1,30,0,1,2,0,1,80.8
3550,0,0,0,32,0,1,0,1,2,96.2
3714,0,1,1,69,1,0,2,1,1,59.75
1946,0,1,1,55,0,0,0,1,0,90.4
6866,0,0,0,1,0,0,0,1,2,95.45
932,0,1,0,72,0,0,2,0,0,19.3
3558,0,1,1,28,0,0,1,0,1,92.2
4204,1,0,0,5,0,0,0,1,2,85.55
5841,1,0,0,70,0,0,1,1,2,45.25
3565,0,0,0,1,0,0,0,1,2,50.75
3009,0,0,0,1,0,0,0,1,2,25.0
5998,0,1,0,48,0,0,2,1,2,20.05
6284,0,0,0,23,0,0,0,1,2,93.5
6427,0,0,0,41,0,0,2,0,2,20.15
3106,0,0,0,50,0,0,2,0,0,19.4
2239,0,1,1,67,1,1,2,0,0,35.7
6477,1,1,0,72,1,0,2,1,1,109.55
2500,0,1,1,50,1,1,1,0,2,75.5
3628,0,0,0,9,1,1,0,1,2,69.5
1367,1,1,0,61,0,0,0,1,2,82.15
4156,0,0,0,1,0,0,0,1,2,19.75
947,1,1,1,32,0,0,0,1,2,91.35
3318,0,0,0,10,0,0,0,0,2,29.5
6041,0,0,0,5,0,0,0,0,2,19.95
6667,0,0,0,9,0,0,0,1,2,79.55
1417,1,0,0,18,0,0,0,1,0,49.85
370,0,1,1,33,0,0,1,0,2,20.6
5568,0,1,0,44,1,1,0,1,0,95.1
1256,0,1,1,72,1,1,2,1,0,85.9
978,1,1,0,62,0,0,1,1,2,103.75
3454,1,1,1,29,0,0,0,1,2,35.65
4416,0,1,0,17,0,0,0,1,1,75.4
2566,0,1,1,65,1,1,2,0,1,91.55
4848,0,0,0,5,0,0,0,1,2,93.9
3146,0,1,1,5,0,1,0,1,2,99.15
6451,1,1,1,66,1,1,1,1,2,116.25
2540,0,0,0,70,1,1,2,1,0,111.95
